ticker,name,exchange,sector,industry,country,currency,source
MCHP,Microchip Technology,USA,Information Technology,Semiconductors,USA,USD,wikipedia_sp500
MCK,McKesson Corporation,USA,Health Care,Health Care Distributors,USA,USD,wikipedia_sp500
MCO,Moody's Corporation,USA,Financials,Financial Exchanges & Data,USA,USD,wikipedia_sp500
MDLZ,Mondelez International,USA,Consumer Staples,Packaged Foods & Meats,USA,USD,wikipedia_sp500
MDT,Medtronic,USA,Health Care,Health Care Equipment,USA,USD,wikipedia_sp500
MET,MetLife,USA,Financials,Life & Health Insurance,USA,USD,wikipedia_sp500
META,Meta Platforms,USA,Communication Services,Interactive Media & Services,USA,USD,wikipedia_sp500
MGM,MGM Resorts,USA,Consumer Discretionary,Casinos & Gaming,USA,USD,wikipedia_sp500
MKC,McCormick & Company,USA,Consumer Staples,Packaged Foods & Meats,USA,USD,wikipedia_sp500
MLM,Martin Marietta Materials,USA,Materials,Construction Materials,USA,USD,wikipedia_sp500
MMM,3M,USA,Industrials,Industrial Conglomerates,USA,USD,wikipedia_sp500
MNST,Monster Beverage,USA,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,USA,USD,wikipedia_sp500
MO,Altria,USA,Consumer Staples,Tobacco,USA,USD,wikipedia_sp500
MOS,Mosaic Company (The),USA,Materials,Fertilizers & Agricultural Chemicals,USA,USD,wikipedia_sp500
MPC,Marathon Petroleum,USA,Energy,Oil & Gas Refining & Marketing,USA,USD,wikipedia_sp500
MPWR,Monolithic Power Systems,USA,Information Technology,Semiconductors,USA,USD,wikipedia_sp500
MRK,Merck & Co.,USA,Health Care,Pharmaceuticals,USA,USD,wikipedia_sp500
MRNA,Moderna,USA,Health Care,Biotechnology,USA,USD,wikipedia_sp500
MRSH,Marsh McLennan,USA,Financials,Insurance Brokers,USA,USD,wikipedia_sp500
MS,Morgan Stanley,USA,Financials,Investment Banking & Brokerage,USA,USD,wikipedia_sp500
MSCI,MSCI Inc.,USA,Financials,Financial Exchanges & Data,USA,USD,wikipedia_sp500
MSFT,Microsoft,USA,Information Technology,Systems Software,USA,USD,wikipedia_sp500
MSI,Motorola Solutions,USA,Information Technology,Communications Equipment,USA,USD,wikipedia_sp500
MTB,M&T Bank,USA,Financials,Regional Banks,USA,USD,wikipedia_sp500
MTD,Mettler Toledo,USA,Health Care,Life Sciences Tools & Services,USA,USD,wikipedia_sp500
MU,Micron Technology,USA,Information Technology,Semiconductors,USA,USD,wikipedia_sp500
NCLH,Norwegian Cruise Line Holdings,USA,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",USA,USD,wikipedia_sp500
NDAQ,"Nasdaq, Inc.",USA,Financials,Financial Exchanges & Data,USA,USD,wikipedia_sp500
NDSN,Nordson Corporation,USA,Industrials,Industrial Machinery & Supplies & Components,USA,USD,wikipedia_sp500
NEE,NextEra Energy,USA,Utilities,Multi-Utilities,USA,USD,wikipedia_sp500
NEM,Newmont,USA,Materials,Gold,USA,USD,wikipedia_sp500
NFLX,Netflix,USA,Communication Services,Movies & Entertainment,USA,USD,wikipedia_sp500
NI,NiSource,USA,Utilities,Multi-Utilities,USA,USD,wikipedia_sp500
NKE,"Nike, Inc.",USA,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",USA,USD,wikipedia_sp500
NOC,Northrop Grumman,USA,Industrials,Aerospace & Defense,USA,USD,wikipedia_sp500
NOW,ServiceNow,USA,Information Technology,Systems Software,USA,USD,wikipedia_sp500
NRG,NRG Energy,USA,Utilities,Independent Power Producers & Energy Traders,USA,USD,wikipedia_sp500
NSC,Norfolk Southern,USA,Industrials,Rail Transportation,USA,USD,wikipedia_sp500
NTAP,NetApp,USA,Information Technology,"Technology Hardware, Storage & Peripherals",USA,USD,wikipedia_sp500
NTRS,Northern Trust,USA,Financials,Asset Management & Custody Banks,USA,USD,wikipedia_sp500
